,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.product_id,dwv_order_make_haikou_1.city_id,dwv_order_make_haikou_1.district,dwv_order_make_haikou_1.county,dwv_order_make_haikou_1.type,dwv_order_make_haikou_1.combo_type,dwv_order_make_haikou_1.traffic_type,dwv_order_make_haikou_1.passenger_count,dwv_order_make_haikou_1.driver_product_id,dwv_order_make_haikou_1.start_dest_distance,dwv_order_make_haikou_1.arrive_time,dwv_order_make_haikou_1.departure_time,dwv_order_make_haikou_1.pre_total_fee,dwv_order_make_haikou_1.normal_time,dwv_order_make_haikou_1.bubble_trace_id,dwv_order_make_haikou_1.product_1level,dwv_order_make_haikou_1.dest_lng,dwv_order_make_haikou_1.dest_lat,dwv_order_make_haikou_1.starting_lng,dwv_order_make_haikou_1.starting_lat,dwv_order_make_haikou_1.year,dwv_order_make_haikou_1.month,dwv_order_make_haikou_1.day,O_location,D_location
472770,17592367490350,1,83,898,460108,0,0,5,0,1,10049,2017-05-01 08:02:21,2017-05-01 07:51:21,35,17.0,6446a231590678788d9fa9b360fb0402,1,110.4609,19.9824,110.4621,19.9385,2017,5,1,3694.0,2326.0
472772,17592367689123,3,83,898,460107,0,0,0,0,3,9929,2017-05-01 08:09:57,2017-05-01 08:04:35,25,20.0,6249dd5f59067b1400007fc07919edea,3,110.3043,20.0209,110.3565,19.9988,2017,5,1,1823.0,3404.0
472773,17592367989805,3,83,898,460108,0,0,5,0,3,14209,2017-05-01 08:43:01,2017-05-01 08:40:48,38,20.0,6446a134590684102493af29f952cf02,3,110.3766,19.9887,110.4738,19.9416,2017,5,1,3679.0,2126.0
472843,17592367687557,3,83,898,460107,0,0,0,0,3,5491,2017-05-01 08:23:39,2017-05-01 08:20:43,15,8.0,64469f3559067f5a9eac4486e0c64002,3,110.3513,20.0305,110.3664,20.0105,2017,5,1,2659.0,131.0
472844,17592368178940,3,83,898,460107,0,0,0,0,3,3338,2017-05-01 08:46:01,2017-05-01 08:44:13,10,11.0,64469d36590684dc00988a3afb2be402,3,110.3306,19.9952,110.3462,19.9982,2017,5,1,2195.0,2111.0
472986,17592367480265,3,83,898,460107,0,0,0,0,3,4479,2017-05-01 08:02:17,2017-05-01 08:00:07,12,8.0,74aef2d659067a0f0000282b9a30fc1a,3,110.3685,20.014,110.3794,19.9931,2017,5,1,1023.0,2396.0
472988,17592367627579,3,83,898,460108,0,0,0,0,3,4831,2017-05-01 08:14:17,2017-05-01 08:13:07,13,11.0,a95e3a2e59067d8d000016b5e8f4ca91,3,110.3554,20.05,110.3383,20.0246,2017,5,1,1331.0,1362.0
472989,17592367729368,3,83,898,460108,0,0,0,0,3,7948,2017-05-01 08:17:45,2017-05-01 08:14:47,19,11.0,64469f3559067df50a38447cf2d7d502,3,110.3487,20.0159,110.3253,20.0656,2017,5,1,1306.0,3384.0
472990,17592367800118,3,83,898,460107,0,0,0,0,3,6227,2017-05-01 08:20:59,2017-05-01 08:19:42,17,14.0,d1795247c468211c6a40c84c10380303,3,110.3318,19.9767,110.3669,19.9993,2017,5,1,1052.0,2243.0
472991,17592367850448,3,83,898,460106,0,0,0,0,3,5296,2017-05-01 08:20:39,2017-05-01 08:16:24,14,12.0,c3f0dfe459067e4f000031f90f0705a5,3,110.2829,20.0186,110.3119,20.0045,2017,5,1,3308.0,813.0
473049,17592367643749,3,83,898,460108,0,0,0,0,3,20490,2017-05-01 08:17:58,2017-05-01 08:14:52,59,32.0,0addbb399d27a96fd301e7bc10460303,3,110.1899,20.0451,110.3463,20.0225,2017,5,1,634.0,2041.0
473050,17592367776817,3,83,898,460107,0,0,0,0,3,3437,2017-05-01 08:28:56,2017-05-01 08:21:02,11,6.0,6445ae3a59067f6e5ce0a3b3c1083702,3,110.3433,19.9841,110.3551,19.9942,2017,5,1,1070.0,1085.0
473051,17592367806198,3,83,898,460108,0,0,0,0,3,11417,2017-05-01 08:22:38,2017-05-01 08:21:09,30,18.0,64469e3e59067f75018a5edd0d65ca02,3,110.2863,19.996,110.3499,20.0297,2017,5,1,130.0,866.0
473052,17592367929296,3,83,898,460105,0,0,0,0,3,4412,2017-05-01 08:39:35,2017-05-01 08:34:30,12,6.0,64469f3559068296554e4477b21ec302,3,110.2837,20.0075,110.2825,20.0198,2017,5,1,760.0,824.0
473109,17592367775261,3,83,898,460107,0,0,0,0,3,5149,2017-05-01 08:23:51,2017-05-01 08:20:55,13,11.0,64469e3c59067f673572966fb7453402,3,110.3433,19.9841,110.3784,19.984,2017,5,1,2127.0,1085.0
473278,17592367832860,3,83,898,460108,0,0,6,0,3,6150,2017-05-01 08:28:27,2017-05-01 08:27:22,15,9.0,13370e54b36f88f14903104310f40303,3,110.4634,19.9369,110.4392,19.9645,2017,5,1,3508.0,3694.0
473279,17592368103272,3,83,898,460108,0,0,0,0,3,2946,2017-05-01 08:47:20,2017-05-01 08:39:05,9,7.0,bd6dc513d5959703e302a85f10440303,3,110.3378,20.0321,110.3508,20.0405,2017,5,1,1310.0,187.0
473357,17592367515139,3,83,898,460108,0,0,0,0,3,7594,2017-05-01 08:03:15,2017-05-01 07:58:37,21,52.0,64469f3159067a2c1e0299f6cc2e9e02,3,110.3299,20.0139,110.3598,20.0484,2017,5,1,1005.0,2142.0
473358,17592368189151,3,83,898,460105,0,0,0,0,3,5103,2017-05-01 08:52:09,2017-05-01 08:46:17,13,9.0,c0e52160db50bc7deb0ddab8102c0303,3,110.3319,19.9761,110.292,19.9815,2017,5,1,860.0,2243.0
473442,17592367784960,3,83,898,460106,0,0,0,0,3,2681,2017-05-01 08:21:14,2017-05-01 08:16:02,9,8.0,6446a23159067e3f2f61a9d315e55c02,3,110.3144,20.0238,110.2998,20.0144,2017,5,1,1735.0,78.0
473510,17592367614551,3,83,898,460107,0,0,0,0,3,10103,2017-05-01 08:13:04,2017-05-01 08:09:51,25,15.0,64469d3659067ccfbc698a35cc97e702,3,110.2839,20.0208,110.346,20.0024,2017,5,1,2196.0,761.0
473511,17592367638767,3,83,898,460108,0,0,5,0,3,17619,2017-05-01 08:24:15,2017-05-01 08:15:52,48,27.0,64469f3159067e380f9499fe202c8b02,3,110.3723,20.0227,110.4614,19.9391,2017,5,1,3694.0,1366.0
473512,17592367813444,3,83,898,460106,0,0,0,0,3,4973,2017-05-01 08:26:30,2017-05-01 08:22:52,14,12.0,6446a13359067fdc3ea07746d0fb0002,3,110.3752,19.9819,110.3444,19.9834,2017,5,1,1085.0,379.0
473513,17592367861756,3,83,898,460108,0,0,0,0,3,3838,2017-05-01 08:21:58,2017-05-01 08:19:08,11,6.0,9efef11ebcd105ca105c2e7f10760303,3,110.3205,20.0237,110.3432,20.0223,2017,5,1,633.0,38.0
473514,17592368097862,3,83,898,460107,0,0,0,0,3,10505,2017-05-01 08:42:56,2017-05-01 08:37:58,28,23.0,64469f31590683651e0299f6cccbf402,3,110.3419,20.044,110.3615,19.9911,2017,5,1,1069.0,1579.0
473595,17592367583423,3,83,898,460105,0,0,0,0,3,15932,2017-05-01 08:07:17,2017-05-01 08:01:45,44,41.0,f6a11e6a59067ae30000465a30ce232f,3,110.3451,20.0622,110.2741,19.9845,2017,5,1,2673.0,2359.0
473729,17592367830860,3,83,898,460106,0,0,0,0,3,5599,2017-05-01 08:29:40,2017-05-01 08:26:55,14,8.0,6446a231590680ce402aa9bec7658502,3,110.3158,20.0612,110.3219,20.0266,2017,5,1,1785.0,1236.0
473790,17592367501965,3,83,898,460106,0,0,6,0,3,19874,2017-05-01 08:03:54,2017-05-01 08:02:06,56,29.0,a2256b1c59067af900004014dc4781f7,3,110.4634,19.9369,110.3296,19.9952,2017,5,1,885.0,3694.0
473791,17592367952988,3,83,898,460108,0,0,0,0,3,6672,2017-05-01 08:33:02,2017-05-01 08:27:08,19,13.0,6446a132590680dcb42ea035cd5e0a02,3,110.3365,19.9995,110.3633,20.035999999999998,2017,5,1,1374.0,3621.0
473792,17592368215328,3,83,898,460108,0,0,0,0,3,1878,2017-05-01 08:55:26,2017-05-01 08:51:38,9,2.0,cad3054a59068692000046f8db292dc8,3,110.3745,20.0175,110.3766,20.0261,2017,5,1,3263.0,469.0
473931,17592367615270,3,83,898,460106,0,0,0,0,3,5584,2017-05-01 08:13:26,2017-05-01 08:10:03,15,9.0,c456833b0c675cf5a322fc8910310303,3,110.3198,20.0713,110.3275,20.0423,2017,5,1,177.0,1198.0
473932,17592367895892,3,83,898,460106,0,0,0,0,3,5380,2017-05-01 08:28:28,2017-05-01 08:27:09,15,11.0,64469d36590680d742228a41cfc5ac02,3,110.3433,19.9841,110.2972,19.976,2017,5,1,1126.0,1085.0
473933,17592368121788,3,83,898,460108,0,0,0,0,3,1457,2017-05-01 08:47:32,2017-05-01 08:42:51,9,2.0,de4998345906848700005832f4cc2464,3,110.3745,20.0175,110.382,20.0202,2017,5,1,609.0,469.0
473934,17592368124935,3,83,898,460108,0,0,5,0,3,4052,2017-05-01 08:43:47,2017-05-01 08:43:30,11,,84fca56b590684b100002f77f74e673f,3,110.4976,19.9377,110.4658,19.9405,2017,5,1,3840.0,3829.0
473992,17592367784916,3,83,898,460106,0,0,0,0,3,7296,2017-05-01 08:21:07,2017-05-01 08:16:01,20,19.0,64469f3559067e41ac95446f0e529d02,3,110.3717,20.0158,110.3146,19.9908,2017,5,1,2240.0,469.0
474203,17592367883254,3,83,898,460105,0,0,0,0,3,13126,2017-05-01 08:28:25,2017-05-01 08:24:13,35,15.0,6445b03a5906802d65f02279c4dada02,3,110.3384,20.0622,110.2943,19.9986,2017,5,1,865.0,1179.0
474204,17592368110399,3,83,898,460108,0,0,0,0,3,4489,2017-05-01 08:43:31,2017-05-01 08:40:32,13,11.0,6445623d590683ff9b9c167606812102,3,110.3271,20.0254,110.3499,20.0512,2017,5,1,2357.0,124.0
474205,17592368229341,3,83,898,460105,0,0,0,0,3,2382,2017-05-01 08:55:22,2017-05-01 08:53:14,9,4.0,6445623d590686fa6c171665125bc002,3,110.2733,20.0029,110.2678,20.008,2017,5,1,1750.0,830.0
474269,17592368046745,3,83,898,460106,0,0,0,0,3,11654,2017-05-01 08:53:45,2017-05-01 08:46:36,31,28.0,6445623c5906856b76f68ab2ab043602,3,110.3221,20.021,110.2872,19.9538,2017,5,1,2109.0,35.0
474349,17592367967036,3,83,898,460108,0,0,0,0,3,3404,2017-05-01 08:31:51,2017-05-01 08:30:19,10,11.0,6446a1355906819a76d32ad5f205cc02,3,110.3699,20.0106,110.3651,20.035,2017,5,1,1374.0,2658.0
474427,17592368045347,3,83,898,460105,0,0,0,0,3,8972,2017-05-01 08:31:32,2017-05-01 08:26:32,23,17.0,b189dfc6590680b300007167bc7a6ef2,3,110.3419,19.9777,110.2945,19.9884,2017,5,1,863.0,1080.0
474428,17592368149274,3,83,898,460105,0,0,0,0,3,7262,2017-05-01 08:42:23,2017-05-01 08:38:09,20,18.0,6445ae3a5906836f1839a3b2c7b71902,3,110.3205,20.0295,110.2823,20.0033,2017,5,1,1747.0,2363.0
474429,17592368151292,3,83,898,460105,0,0,0,0,3,7190,2017-05-01 08:40:53,2017-05-01 08:38:34,18,14.0,ca278300b3523065ea0adc8410350303,3,110.3365,20.0405,110.2899,20.0131,2017,5,1,1763.0,1280.0
474503,17592367600007,3,83,898,460105,0,0,0,0,3,12620,2017-05-01 08:08:14,2017-05-01 08:06:08,32,13.0,6446a13459067bef6f8caf43c9f81802,3,110.2016,20.012,110.1593,20.0541,2017,5,1,2381.0,719.0
474576,17592367611175,3,83,898,460108,0,0,0,0,3,3884,2017-05-01 08:10:32,2017-05-01 08:09:00,11,11.0,ec29965d59067c980000259ab93dd52c,3,110.3391,20.0317,110.3651,20.0386,2017,5,1,1351.0,2220.0
474577,17592368023736,3,83,898,460106,0,0,0,0,3,9774,2017-05-01 08:43:17,2017-05-01 08:42:14,25,18.0,64469e3b59068465728a5406eeaf6902,3,110.3417,20.0445,110.3444,19.9834,2017,5,1,1085.0,1579.0
474638,17592367551713,3,83,898,460107,0,0,0,0,3,6972,2017-05-01 08:14:38,2017-05-01 08:07:10,18,12.0,b404270e469ec0aea91ea41510610303,3,110.3238,19.9906,110.3644,19.9777,2017,5,1,993.0,3304.0
474639,17592368054195,3,83,898,460108,0,0,0,0,3,6513,2017-05-01 08:30:16,2017-05-01 08:28:32,17,11.0,64469f315906812f829799e1e0047a02,3,110.3205,20.0276,110.3543,20.0533,2017,5,1,533.0,40.0
474696,17592367513652,3,83,898,460108,0,0,0,0,3,8188,2017-05-01 08:01:16,2017-05-01 07:58:11,21,14.0,64469e3e59067a13a65d5edbef9a5602,3,110.3362,19.9898,110.3719,20.0248,2017,5,1,1366.0,7.0
474768,17592368249334,3,83,898,460108,0,0,0,0,3,7219,2017-05-01 08:48:03,2017-05-01 08:45:30,18,9.0,db83a257b48159554d09216d10520303,3,110.3201,20.0291,110.3394,20.0689,2017,5,1,2636.0,2363.0
474900,17592367559598,3,83,898,460106,0,0,0,0,3,8033,2017-05-01 08:00:41,2017-05-01 07:54:56,20,12.0,c0a8017bf033609396223873104b0303,3,110.3235,19.9946,110.3303,20.0301,2017,5,1,1781.0,2234.0
474901,17592367773506,3,83,898,460108,0,0,0,0,3,4372,2017-05-01 08:16:17,2017-05-01 08:13:13,12,13.0,6bf4d4ae59067cda0000504ddb79d23e,3,110.3601,20.0437,110.3441,20.0255,2017,5,1,476.0,1354.0
474902,17592367790659,3,83,898,460108,0,0,0,0,3,5140,2017-05-01 08:23:21,2017-05-01 08:17:25,14,13.0,6446a13559067e8eb1062ac9fb316102,3,110.368,20.0238,110.3455,20.0488,2017,5,1,1580.0,1364.0
474903,17592367972279,3,83,898,460107,0,0,0,0,3,8041,2017-05-01 08:39:38,2017-05-01 08:31:28,21,15.0,64469f33590681df2e9e287604997602,3,110.3421,20.0294,110.3638,19.9911,2017,5,1,1044.0,2218.0
474970,17592367772559,3,83,898,460108,0,0,0,0,3,6454,2017-05-01 08:14:38,2017-05-01 08:12:59,18,11.0,64469f3359067d8781e8285efe25fe02,3,110.3446,19.9821,110.3433,20.0227,2017,5,1,633.0,1085.0
475039,17592367909152,3,83,898,460106,0,0,0,0,3,9509,2017-05-01 08:32:05,2017-05-01 08:30:08,24,13.0,c0a800648366f09fb824c497102d0303,3,110.34,20.0698,110.3052,20.023,2017,5,1,81.0,1548.0
475040,17592368093919,3,83,898,460107,0,0,0,0,3,3847,2017-05-01 08:38:50,2017-05-01 08:37:08,11,6.0,6446a2315906833398aca9ac03266e02,3,110.3518,20.0231,110.3748,20.0113,2017,5,1,3664.0,2211.0
475106,17592367811869,3,83,898,460107,0,0,0,0,3,6601,2017-05-01 08:26:45,2017-05-01 08:23:47,18,19.0,6446a13559068011bb752adb0cadf602,3,110.3336,19.982,110.3766,19.9887,2017,5,1,2126.0,11.0
475107,17592367889682,3,83,898,460106,0,0,0,0,3,3238,2017-05-01 08:30:29,2017-05-01 08:25:43,10,8.0,64469d365906808606d28a461e443702,3,110.2995,20.0219,110.3237,20.0277,2017,5,1,1784.0,1773.0
475178,17592367551984,3,83,898,460106,0,0,0,0,3,5091,2017-05-01 08:01:15,2017-05-01 07:52:41,13,5.0,64469f33590678c9251e28538ebb5502,3,110.2846,20.0138,110.3134,19.9985,2017,5,1,878.0,3370.0
475295,17592367585938,3,83,898,460107,0,0,0,0,3,5410,2017-05-01 08:09:51,2017-05-01 08:02:26,16,14.0,64469d3659067b1151ba8a63a8247102,3,110.3407,19.9896,110.3741,20.0091,2017,5,1,3657.0,1057.0
475296,17592367729096,3,83,898,460108,0,0,5,0,3,27380,2017-05-01 08:21:41,2017-05-01 08:14:43,80,39.0,64469d3659067dee57948a44079ff102,3,110.2814,20.0084,110.4617,19.9393,2017,5,1,3694.0,824.0
475297,17592368117681,3,83,898,460107,0,0,0,0,3,5285,2017-05-01 08:57:28,2017-05-01 08:51:26,14,,9808a69a59068419000045f62d73f42f,3,110.3487,20.0159,110.3705,19.9928,2017,5,1,1061.0,3384.0
475365,17592367620202,3,83,898,460108,0,0,0,0,3,5163,2017-05-01 08:16:12,2017-05-01 08:11:17,14,10.0,6446a13459067d252493af29f8abd802,3,110.3306,19.9952,110.34100000000001,20.0257,2017,5,1,1331.0,2111.0
475366,17592368104522,3,83,898,460105,0,0,0,0,3,11460,2017-05-01 08:43:15,2017-05-01 08:39:20,30,18.0,6446aa14590683b8a6b42836ed00af02,3,110.3433,19.9841,110.2822,20.0173,2017,5,1,3369.0,1085.0
475499,17592367920205,3,83,898,460108,0,0,0,0,3,5232,2017-05-01 08:44:34,2017-05-01 08:35:26,14,10.0,64469f33590682ce8252286de59d3802,3,110.3515,19.9939,110.3738,20.0211,2017,5,1,141.0,1066.0
475627,17592368124195,3,83,898,460108,0,0,0,0,3,7330,2017-05-01 08:46:46,2017-05-01 08:43:20,20,16.0,6446a134590684a875b5af39cdf20402,3,110.3407,19.9921,110.3704,20.0279,2017,5,1,2646.0,2222.0
475702,17592367787665,3,83,898,460108,0,0,0,0,3,6736,2017-05-01 08:25:28,2017-05-01 08:21:54,19,11.0,6446a13559067fa19be12ac38b71e302,3,110.3729,19.9947,110.345,20.0218,2017,5,1,634.0,1040.0
475703,17592367882511,3,83,898,460105,0,0,0,0,3,18828,2017-05-01 08:29:32,2017-05-01 08:24:03,52,22.0,64469f31590680230fe199fa81e4a702,3,110.3433,19.9841,110.21,20.0115,2017,5,1,722.0,1085.0
475704,17592368065140,3,83,898,460107,0,0,0,0,3,8634,2017-05-01 08:36:38,2017-05-01 08:30:59,23,18.0,6446a134590681c31cb9af20e037fa02,3,110.3499,20.0494,110.369,19.997,2017,5,1,1052.0,3591.0
475765,17592367871585,3,83,898,460108,0,0,0,0,3,6152,2017-05-01 08:38:14,2017-05-01 08:31:59,17,11.0,64469e3c590681fe74b1967cc3778202,3,110.354,20.0438,110.3249,20.0645,2017,5,1,1213.0,535.0
475766,17592368028989,3,83,898,460107,0,0,0,0,3,6297,2017-05-01 08:49:36,2017-05-01 08:43:28,17,19.0,6446a135590684b0b8152acc0dd42902,3,110.3732,20.0116,110.3519,19.9871,2017,5,1,1066.0,3664.0
475824,17592367830217,3,83,898,460106,0,0,0,0,3,6404,2017-05-01 08:30:26,2017-05-01 08:25:12,17,13.0,6445b03a590680680fc32270aa819802,3,110.2937,19.958,110.3135,19.9968,2017,5,1,878.0,3628.0
475903,17592368120694,3,83,898,460107,0,0,0,0,3,16183,2017-05-01 08:44:30,2017-05-01 08:42:38,46,26.0,0b3f56310688e02c8403c31a10c40303,3,110.28399999999999,20.0193,110.3833,19.9744,2017,5,1,1028.0,761.0
476038,17592367325075,3,83,898,460108,1,0,0,0,3,16268,2017-05-01 08:44:34,2017-05-01 08:30:00,44,27.0,64469f33590674bb251e28538e97d702,3,110.3433,19.9841,110.4759,19.9789,2017,5,1,2338.0,1085.0
476039,17592367510731,3,83,898,460107,0,0,0,0,3,5667,2017-05-01 08:02:29,2017-05-01 07:57:19,16,14.0,6445623c590679df85848ac47c583b02,3,110.3574,20.0253,110.3745,19.9883,2017,5,1,2126.0,1355.0
476040,17592367701432,3,83,898,460106,0,0,0,0,3,8367,2017-05-01 08:20:25,2017-05-01 08:07:47,21,9.0,64469d3659067c5223618a4bbb5e8902,3,110.3365,20.0405,110.3368,20.0051,2017,5,1,460.0,1280.0
476112,17592367613557,3,83,898,460105,0,0,0,0,3,1440,2017-05-01 08:15:44,2017-05-01 08:12:23,9,4.0,6445b03a59067d67025d228d07d27802,3,110.2968,20.0316,110.2927,20.0239,2017,5,1,766.0,1431.0
476115,17592367867825,3,83,898,460106,0,0,0,0,3,6314,2017-05-01 08:34:11,2017-05-01 08:31:42,17,16.0,6446a231590681ed80e2a9b7e8b07602,3,110.3509,20.008,110.3365,20.0406,2017,5,1,1280.0,2657.0
476182,17592368208211,3,83,898,460106,0,0,0,0,3,3200,2017-05-01 08:53:11,2017-05-01 08:50:10,10,6.0,d097b67859068634000029a2603f50e7,3,110.2811,20.0061,110.3045,20.0013,2017,5,1,1739.0,1748.0
476183,17592368212127,3,83,898,460106,0,0,0,0,3,3435,2017-05-01 08:57:52,2017-05-01 08:50:59,10,8.0,64469e3c59068672a67a9686cce08802,3,110.3419,19.9777,110.3401,19.9852,2017,5,1,2692.0,1080.0
476256,17592367663256,3,83,898,460106,0,0,0,0,3,5036,2017-05-01 08:01:35,2017-05-01 07:57:26,13,10.0,6446a133590679e5ad2e77400d97ce02,3,110.3415,20.0298,110.3307,19.9956,2017,5,1,885.0,2218.0
476257,17592367903518,3,83,898,460108,0,0,0,0,3,7232,2017-05-01 08:32:05,2017-05-01 08:28:53,19,19.0,64469e3b590681446aa654281dcb6b02,3,110.3366,20.0697,110.346,20.0205,2017,5,1,2207.0,1547.0
476258,17592367983109,3,83,898,460106,0,0,0,0,3,5882,2017-05-01 08:45:19,2017-05-01 08:40:21,17,13.0,64469e3b590683f571e95420cc297602,3,110.368,19.9984,110.3364,19.977999999999998,2017,5,1,1133.0,1052.0
476322,17592367575182,3,83,898,460106,0,0,0,0,3,6205,2017-05-01 08:01:17,2017-05-01 07:59:27,16,13.0,6445ae3a59067a5f0354a3b4995a7f02,3,110.2897,20.0127,110.3346,20.0166,2017,5,1,121.0,803.0
476379,17592367581516,3,83,898,460106,0,0,0,0,3,4016,2017-05-01 08:03:23,2017-05-01 08:01:13,12,7.0,64469c3159067ac9952580b9475c9c02,3,110.3433,19.9841,110.3238,19.9906,2017,5,1,3304.0,1085.0
476380,17592367808541,3,83,898,460105,0,0,0,0,3,6972,2017-05-01 08:27:46,2017-05-01 08:23:32,18,8.0,64469e3e5906800334b55edce341c202,3,110.33,19.9955,110.2837,19.9871,2017,5,1,3215.0,885.0
476381,17592367941729,3,83,898,460106,0,0,0,0,3,6986,2017-05-01 08:39:30,2017-05-01 08:36:57,19,16.0,64469e3b590683293d88542719261402,3,110.3608,20.0103,110.3225,20.000999999999998,2017,5,1,2390.0,2400.0
476382,17592367951939,3,83,898,460106,0,0,0,0,3,18729,2017-05-01 08:35:32,2017-05-01 08:26:54,53,27.0,4ff03479590680c700005f8e7edf2652,3,110.4073,20.0617,110.3012,20.0204,2017,5,1,1772.0,389.0
476535,17592367700735,3,83,898,460107,0,0,0,0,3,1926,2017-05-01 08:10:04,2017-05-01 08:07:37,9,2.0,6ce9f16659067c4a00000bcf3e4e4c16,3,110.3791,19.9829,110.3645,19.9884,2017,5,1,3286.0,997.0
476536,17592367992216,3,83,898,460106,0,0,0,0,3,3654,2017-05-01 08:38:39,2017-05-01 08:35:44,10,10.0,64469e3b590682e089fd5426cbc85c02,3,110.3463,20.005,110.34100000000001,19.9923,2017,5,1,2222.0,2197.0
476537,17592368172827,3,83,898,460106,0,0,0,0,3,19899,2017-05-01 08:47:01,2017-05-01 08:42:58,56,38.0,6445533359068491c2d375a3c06f9d02,3,110.4824,19.9804,110.33,20.0236,2017,5,1,3411.0,2332.0
476754,17592368037507,3,83,898,460105,0,0,0,0,3,12465,2017-05-01 08:50:19,2017-05-01 08:45:02,34,12.0,64469f345906850e3f817a73c44d5202,3,110.2814,20.0084,110.2054,20.041,2017,5,1,2275.0,824.0
476819,17592367588556,3,83,898,460108,0,0,0,0,3,5441,2017-05-01 08:07:15,2017-05-01 08:03:07,15,11.0,64469e3b59067b3bc0a15413d7a1a602,3,110.3392,19.9917,110.3496,20.0288,2017,5,1,1327.0,2221.0
476820,17592367771185,3,83,898,460106,0,0,0,0,3,3080,2017-05-01 08:25:40,2017-05-01 08:20:36,9,6.0,6d957a4659067f520000750b0b55163f,3,110.2817,20.0073,110.3011,20.0184,2017,5,1,3404.0,824.0
476821,17592367809527,3,83,898,460108,0,0,0,0,3,9626,2017-05-01 08:26:23,2017-05-01 08:21:57,24,15.0,fb88c2cc59067fa100001b19fe03b0c0,3,110.3366,20.0697,110.3463,20.0205,2017,5,1,2207.0,1547.0
476822,17592368200130,3,83,898,460108,0,0,0,0,3,5835,2017-05-01 08:53:07,2017-05-01 08:48:30,15,13.0,6446a134590685de6fb4af42f8125102,3,110.3158,20.0239,110.3461,20.03,2017,5,1,477.0,77.0
476823,17592368245415,3,83,898,460106,0,0,0,0,3,3103,2017-05-01 08:47:46,2017-05-01 08:44:43,9,6.0,6f7cd27d5d3c6e965a0594ba10350303,3,110.3393,20.0434,110.3343,20.0238,2017,5,1,1761.0,427.0
476887,17592367486477,3,83,898,460105,0,0,0,0,3,15963,2017-05-01 08:03:48,2017-05-01 08:00:42,44,23.0,c0a80065bede763b9c11422e10860403,3,110.4085,20.0428,110.29299999999999,20.01,2017,5,1,1731.0,3492.0
476888,17592367560134,3,83,898,460106,0,0,0,0,3,5219,2017-05-01 08:03:33,2017-05-01 07:55:05,15,18.0,64469f315906795769269a0906177702,3,110.3109,20.0168,110.3238,19.9888,2017,5,1,3304.0,3303.0
476889,17592367972695,3,83,898,460106,0,0,0,0,3,2368,2017-05-01 08:35:28,2017-05-01 08:31:33,9,5.0,919b7958ab795ca6f318964810350303,3,110.3306,19.9952,110.3369,19.9908,2017,5,1,7.0,2111.0
476890,17592368005992,3,83,898,460106,0,0,0,0,3,9533,2017-05-01 08:41:47,2017-05-01 08:38:37,26,22.0,3b9f23065906838700006cc66dc622ae,3,110.367,19.9884,110.319,20.0252,2017,5,1,39.0,1035.0
476999,17592367010763,3,83,898,460108,1,0,0,0,3,11047,2017-05-01 08:39:59,2017-05-01 09:00:00,28,,c0a80065bad0312071018bb1104b0303,3,110.3433,19.9841,110.3975,20.0203,2017,5,1,983.0,1085.0
477078,17592367501490,3,83,898,460108,0,0,6,0,3,23917,2017-05-01 08:03:30,2017-05-01 07:54:39,67,41.0,6446a1355906793fb1c72ad1db010902,3,110.4634,19.9369,110.3417,20.0494,2017,5,1,2389.0,3694.0
477079,17592367700263,3,83,898,460107,0,0,0,0,3,2702,2017-05-01 08:13:17,2017-05-01 08:07:29,10,7.0,6445533359067c41849075a6ce9bdc02,3,110.3404,20.0028,110.3542,19.9962,2017,5,1,1071.0,3624.0
477160,17592368066550,3,83,898,460108,0,0,0,0,3,3161,2017-05-01 08:32:02,2017-05-01 08:31:17,9,5.0,64469c31590681d42f7180d8f16e5502,3,110.3171,20.0548,110.3355,20.062,2017,5,1,1277.0,3270.0
477359,17592367616981,3,83,898,460106,0,0,0,0,3,8964,2017-05-01 08:17:54,2017-05-01 08:12:40,22,15.0,6446a13459067d771975af46c7712a02,3,110.3732,20.0116,110.3054,20.016,2017,5,1,55.0,3664.0
477360,17592368015416,3,83,898,460105,0,0,0,0,3,12576,2017-05-01 08:46:00,2017-05-01 08:40:33,34,16.0,2974b6a3590683cd00007ebf79c3146d,3,110.3642,20.02,110.2618,20.0034,2017,5,1,1453.0,3432.0
477361,17592368219234,3,83,898,460107,0,0,0,0,3,6220,2017-05-01 08:55:35,2017-05-01 08:52:26,16,11.0,6445ae3a590686ca6835a3a9b4a57e02,3,110.3433,19.9841,110.3906,19.9764,2017,5,1,3862.0,1085.0
477425,17592367521255,3,83,898,460108,0,0,0,0,3,8994,2017-05-01 08:04:41,2017-05-01 08:00:22,24,17.0,06b99d305906795d00007f1966b52183,3,110.3433,19.9841,110.3569,20.0384,2017,5,1,1363.0,1085.0
477426,17592368122499,3,83,898,460105,0,0,0,0,3,1521,2017-05-01 08:47:58,2017-05-01 08:43:00,9,12.0,6445b03a5906849464f82274ef476802,3,110.1919,20.0591,110.1979,20.0576,2017,5,1,3651.0,3587.0
477510,17592367687174,3,83,898,460106,0,0,0,0,3,6427,2017-05-01 08:10:44,2017-05-01 08:04:05,17,15.0,6446a13359067b74c1497732f68f9602,3,110.3544,20.005,110.3096,20.0166,2017,5,1,3303.0,1047.0
