,vehicle_id,vehicle_type,depart_time,O_location,D_location,p1_id,p2_id,O_x_coord,O_y_coord,D_x_coord,D_y_coord
125,151,0_1,1493596940.0,476.0,2390.0,,,110.346802,20.0243798,110.3242171,20.0017526
126,315,0_1,1493596940.0,476.0,2390.0,,,110.346802,20.0243798,110.3242171,20.0017526
127,45,0_1,1493596940.0,993.0,2390.0,,,110.3657146,19.9802057,110.3242171,20.0017526
128,80,0_1,1493596940.0,993.0,2390.0,,,110.3657146,19.9802057,110.3242171,20.0017526
129,47,0_1,1493596940.0,1140.0,2390.0,,,110.4312294,19.9695234,110.3242171,20.0017526
130,201,0_1,1493596940.0,479.0,2390.0,,,110.3449993,20.0311155,110.3242171,20.0017526
131,50,0_1,1493596940.0,885.0,2390.0,,,110.3293982,19.9987481,110.3242171,20.0017526
132,83,0_1,1493596940.0,885.0,2390.0,,,110.3293982,19.9987481,110.3242171,20.0017526
133,53,0_1,1493596940.0,3301.0,2390.0,,,110.3115497,20.019395,110.3242171,20.0017526
134,56,0_1,1493596940.0,133.0,2390.0,,,110.3550341,20.0284767,110.3242171,20.0017526
135,57,0_1,1493596940.0,1085.0,2390.0,,,110.3443467,19.9804333,110.3242171,20.0017526
136,356,0_1,1493596940.0,1085.0,2390.0,,,110.3443467,19.9804333,110.3242171,20.0017526
137,24,0_1,1493599880.0,1085.0,2390.0,,,110.3443467,19.9804333,110.3242171,20.0017526
138,241,0_1,1493599890.0,1085.0,2390.0,,,110.3443467,19.9804333,110.3242171,20.0017526
139,58,0_1,1493596940.0,1569.0,2390.0,,,110.3193785,20.0637543,110.3242171,20.0017526
140,101,0_1,1493596940.0,1569.0,2390.0,,,110.3193785,20.0637543,110.3242171,20.0017526
141,155,0_1,1493596940.0,1569.0,2390.0,,,110.3193785,20.0637543,110.3242171,20.0017526
142,181,0_1,1493596940.0,1569.0,2390.0,,,110.3193785,20.0637543,110.3242171,20.0017526
143,62,0_1,1493596940.0,3667.0,2390.0,,,110.1852208,20.0391984,110.3242171,20.0017526
